Satellite,Band,Frequency,Link Frequency,Polarity,Generic,VC,Description,SR,FEC,Service Number,Bitstream,Source,Updated,Updater,Encryption,RotateLNB
Galaxy 4R,KU,12060,990,V,KF,391,Starz! West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,392,Showtime Extreme West,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,393,TMC 2 West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,396,Cinemax west,19510, 3/4,,,4dtvglens,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,397,More Max west,19510, 3/4,,,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,398,HBO Family West,19510, 3/4,,,4dtvglens,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,399,Showtime 3 west,19510, 3/4,,,4dtvglens,08-07-03,sean,SorNS,
Galaxy 4R,KU,12140,990,V,,,Bloomberg,19510, 3/4,,,robertfm,06-01-03,tholbroo,SorNS,
Galaxy 4R,KU,12140,990,V,,,The Health Network,19510, 3/4,,,robertfm,06-01-03,tholbroo,SorNS,
Galaxy 4R,KU,12140,990,V,,251,Fox Movie Channel,19510, 3/4,6,I,Eph2,01-28-05,Eph2,SorNS,
Galaxy 4R,KU,12140,990,V,KF,482,Good Life TV Network,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12140,990,V,KF,483,Teck Tv,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12140,990,V,KF,484,Bloomberg,19510, 3/4,,,reynoldsm,09-07-02,elm_sd,HITS,
Galaxy 4R,KU,12140,990,V,KF,485,Fox Movies,19510, 3/4,,,robertfm,05-13-03,KJB,SorNS,
Galaxy 4R,KU,12140,990,V,KF,487,Inspirational Life,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12140,990,V,KF,489,CNNSI,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12140,990,V,KF,490,Trinity Broadcasting Network,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12140,990,V,KF,491,Outdoor,19510, 3/4,,,reynoldsm,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12140,990,V,KF,492,Playboy,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12160,990,V,KE,280,GAC - More Music Videos,19510, 3/4,,,lucero3,11-02-02,DRDenton,SorNS,
Galaxy 4R,KU,12160,990,V,KE,281,DIY Network,19510, 3/4,,,lucero3,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12160,990,V,KE,283,Day Star,19510, 3/4,4,I,lucero3,01-15-05,trackerlee,SorNS,
Galaxy 4R,KU,12160,990,V,KE,287,MBC,19510, 3/4,,,lucero3,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12160,990,V,KE,288,The World Network,19510, 3/4,9,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12160,990,H,KE,289,,19510, 3/4,10,I,trackerlee,01-15-05,trackerlee,SorNS,
SBS 6,KU,11730,990,H,,,GWNS Channel,4880, 3/4,1,B,artphill,03-13-03,josmy,ZKorFP,
SBS 6,KU,11730,990,H,,101,Newborn Channel,4880, 3/4,2,B,artphill,09-07-02,elm_sd,ZKorFP,
Telstar 5,KU,11860,990,V,,1,Fordstar,4880, 3/4,,,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 5,KU,11867,990,V,,,,4880, 3/4,,,rodhew,09-07-02,elm_sd,MP,
Telstar 5,KU,11894,990,H,,1,Merrill Lynch,4880, 3/4,,,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 5,KU,11908,990,H,CF,380,,3250, 3/4,1,B,rodhew,10-31-02,jefflandwehr,MP,
Telstar 6,KU,11870,990,H,KG,244,RTN Russian Television Network,19510, 3/4,5,B,photoman76,11-24-04,bigpenguin,U,
Telstar 6,KU,11870,990,H,KG,245,PTP (Russian),19510, 3/4,6,B,photoman76,11-24-04,bigpenguin,U,
Telstar 6,KU,11870,990,H,KG,246,Russian,19510, 3/4,7,B,photoman76,11-24-04,bigpenguin,U,
