177500	1	0	Seven
191500	1	0	Nine
219500	1	0	Ten
226500	1	0	ABC
474000	2	0	
482000	2	0	ITV/C4
506000	2	0	BBC Primary
522000	2	0	
530000	2	0	BBC Secondary
536500	1	0	DVB-H
538000	2	0	ITV
554167	2	0	BBC HD
561833	2	0	Topup
571500	1	0	SBS
578000	2	0	Sky
578500	1	0	D44
674000	2	0	
698000	2	0	
762000	2	0	
778000	2	0	
818000	2	0	
2031500	0	0	USA BAS A1r
