Satellite,Position,Band,DL Frequency,Polarity,Description,SR,Modulation,FEC,VPID,UM,Spectrum Inversion,APID,PCR,Transport ID, Network ID,Service ID,4:2:2 Video,AC-3 Audio,Source,Updated,Updater,Encryption
Galaxy 10R,123.00,KU,11950,V,KBS (TV Korea),13846,QPSK, 2/3,1160,,A,1120,1160,1,,1,,,dedish100,09-08-04,boblcape,on
Galaxy 10R,123.00,KU,11950,V,SBS,13846,QPSK, 2/3,1260,,A,1220,1260,1,,2,,,dedish100,09-08-04,boblcape,on
Galaxy 10R,123.00,KU,11950,V,YTN,13846,QPSK, 2/3,1360,,A,1320,1360,1,,3,,,dedish100,09-08-04,boblcape,on
Galaxy 10R,123.00,KU,11950,V,WOW,13846,QPSK, 2/3,1460,,A,1420,1460,1,,4,,,boblcape,09-08-04,boblcape,
Galaxy 10R,123.00,KU,11950,V,iSkyCom,13846,QPSK, 2/3,1560,,A,1520,1560,1,,5,,,dedish100,11-03-04,boblcape,on
Galaxy 10R,123.00,KU,11950,V,Program 6,13846,QPSK, 2/3,5728,,A,5664,5728,1,,6,,,boblcape,09-08-04,boblcape,on
Galaxy 10R,123.00,KU,11950,V,Program 7,13846,QPSK, 2/3,5984,,A,5920,5984,1,,7,,,boblcape,09-08-04,boblcape,
Galaxy 10R,123.00,KU,11969,V,Data,13020,, 3/4,,,A,,,,,,,,boblcape,12-04-03,,
Galaxy 10R,123.00,KU,11992,V,DSNG  o/v,6116,, ,33,,A,34,8190,,,,,,avman2,06-08-04,avman2,
Galaxy 10R,123.00,KU,12003,V,Starnet (CLI - non dvb),3300,, ,,,A,,,,,,,,photoman76,02-25-03,,
Galaxy 10R,123.00,KU,12010,V,INN News  o/v,3979,, ,33,,A,34,33,,,,,,avman2,09-02-04,avman2,
Galaxy 10R,123.00,KU,12022,H,Data,10000,, 1/2,,,A,,,,,,,,boblcape,11-29-03,,
Galaxy 10R,123.00,KU,12030,H,non DVB,5000,, ,,,Y,,,,,,,,loba55,01-26-02,,
Galaxy 10R,123.00,KU,12035,V,Data,19120,, 2/3,,,A,,,,,,,,rodhew,06-04-02,rodhew,
Galaxy 10R,123.00,KU,12035,V,Pentagon Channel,19120,QPSK, 2/3,262,,A,268,262,1,,5,,,boblcape,12-16-04,,
Galaxy 10R,123.00,KU,12047,H,non DVB,5000,, ,,,Y,,,,,,,,loba55,01-26-02,,
Galaxy 10R,123.00,KU,12053,V,Data,6750,, 2/3,,,A,,,1,,,,,avman2,12-16-04,boblcape,
Galaxy 10R,123.00,KU,12078,V,KBS World,3679,, 3/4,101,,A,201,101,,,100,,,boblcape,01-22-05,boblcape,
